FlightNumber,Year,Month,DayofMonth,DayOfWeek,ScheduledDepTime,ScheduledArrTime,ScheduledTravelTime,Origin,Destination,Distance,ActualArrivalTimeStamp,WeatherStationID,GroundHeight,StationHeight,BarometerHeight,Latitude,Longitude,Origin_TimeZone,Destination_TimeZone,ScheduledDepDate,ScheduledDepTimeStamp,Diff_TimeZone,ScheduledArrivalTimestamp,ScheduledArrivalTimestamp1,TotalDelayTime,FlightDelayStatus,YearMonthDay,Time,SkyConditions,Visibility,DBT,DewPointTemp,RelativeHumidityPercent,WindSpeed,WindDirection,WindGustValue,StationPressure,HourlyPrecip,Timestamp,dest_YearMonthDay,dest_Time,dest_SkyConditions,dest_Visibility,dest_DBT,dest_DewPointTemp,dest_RelativeHumidityPercent,dest_WindSpeed,dest_WindDirection,dest_WindGustValue,dest_StationPressure,dest_HourlyPrecip,dest_Timestamp
CVG_ORD_36600,2004,7,31,6,12:30,12:47,77,CVG,ORD,264,2004-07-31 14:43:00,93814,882,883,885,39.02,-84.4,+5,+6,31-7-2004,2004-07-31 12:30:00,-60,2004-07-31 14:47:00,31-07-2004 12:47,116,1,31-07-2004,09:51,BKN007 BKN011 OVC016,6SM,75.0,71.0,88.0,5.0,230,0.0,29.03,0.0,2004-07-31 09:51:00,31-07-2004,09:51,BKN007 BKN011 OVC016,6SM,75.0,71.0,88.0,5.0,230,0.0,29.03,0.0,2004-07-31 09:51:00
SAN_PHX_36320,2004,9,9,4,06:30,07:40,70,SAN,PHX,304,2004-09-09 07:40:00,23188,78,28,81,32.44,-117.1,+8,+7,9-9-2004,2004-09-09 06:30:00,60,2004-09-09 06:40:00,09-09-2004 07:40,0,2,09-09-2004,05:51,SCT140 BKN180,8SM,73.0,66.0,79.0,0.0,000,0.0,29.78,0.0,2004-09-09 05:51:00,09-09-2004,06:51,BKN140 BKN180,8SM,73.0,67.0,81.0,4.0,200,0.0,29.79,0.0,2004-09-09 06:51:00
MSN_DTW_35094,2004,11,20,6,13:34,15:49,75,MSN,DTW,312,2004-11-20 18:28:00,14837,857,866,860,43.08,-89.21,+6,+5,20-11-2004,2004-11-20 13:34:00,60,2004-11-20 13:49:00,20-11-2004 15:49,159,1,20-11-2004,09:53,OVC012,10SM,47.0,43.0,86.0,11.0,270,16.0,29.01,0.0,2004-11-20 09:53:00,20-11-2004,09:53,OVC012,10SM,47.0,43.0,86.0,11.0,270,16.0,29.01,0.0,2004-11-20 09:53:00
CVG_SYR_33436,2004,7,1,4,16:10,17:45,95,CVG,SYR,527,2004-07-01 17:45:00,93814,882,883,885,39.02,-84.4,+5,+5,1-7-2004,2004-07-01 16:10:00,0,2004-07-01 17:45:00,01-07-2004 17:45,0,2,01-07-2004,09:51,FEW040 BKN250,5SM,77.0,67.0,71.0,4,VRB,0.0,29.17,0.0,2004-07-01 09:51:00,01-07-2004,09:51,FEW040 BKN250,5SM,77.0,67.0,71.0,4,VRB,0.0,29.17,0.0,2004-07-01 09:51:00
SRQ_DTW_54479,2004,1,3,6,15:05,17:51,166,SRQ,DTW,1023,2004-01-03 17:51:00,12871,59,27,62,27.24,-82.34,+5,+5,3-1-2004,2004-01-03 15:05:00,0,2004-01-03 17:51:00,03-01-2004 17:51,0,2,03-01-2004,09:53,CLR,10SM,71.0,68.0,90.0,8.0,080,0.0,30.2,0.0,2004-01-03 09:53:00,03-01-2004,09:53,CLR,10SM,71.0,68.0,90.0,8.0,080,0.0,30.2,0.0,2004-01-03 09:53:00
DTW_PHX_44045,2004,11,30,2,12:22,14:42,260,DTW,PHX,1671,2004-11-30 14:42:00,94847,628,664,631,42.13,-83.21,+5,+7,30-11-2004,2004-11-30 12:22:00,-120,2004-11-30 18:42:00,30-11-2004 14:42,0,2,30-11-2004,09:54,OVC012,5SM,38.0,36.0,93.0,3.0,110,0.0,29.5,0.0,2004-11-30 09:54:00,30-11-2004,09:54,OVC012,5SM,38.0,36.0,93.0,3.0,110,0.0,29.5,0.0,2004-11-30 09:54:00
JAX_JFK_28978,2004,5,3,1,14:10,16:25,135,JAX,JFK,829,2004-05-03 16:25:00,13889,31,32,34,30.29,-81.41,+5,+5,3-5-2004,2004-05-03 14:10:00,0,2004-05-03 16:25:00,03-05-2004 16:25,0,2,03-05-2004,09:56,SCT006 SCT030 BKN070,3SM,69.0,68.0,96.0,7.0,290,0.0,29.99,0.06,2004-05-03 09:56:00,03-05-2004,09:56,SCT006 SCT030 BKN070,3SM,69.0,68.0,96.0,7.0,290,0.0,29.99,0.06,2004-05-03 09:56:00
PVD_TPA_49438,2004,3,6,6,15:45,19:05,200,PVD,TPA,1137,2004-03-06 19:05:00,14765,50,62,53,41.43,-71.26,+5,+5,6-3-2004,2004-03-06 15:45:00,0,2004-03-06 19:05:00,06-03-2004 19:05,0,2,06-03-2004,09:51,BKN007,3SM,56.0,54.0,93.0,16.0,210,22.0,29.44,,2004-03-06 09:51:00,06-03-2004,09:51,BKN007,3SM,56.0,54.0,93.0,16.0,210,22.0,29.44,,2004-03-06 09:51:00
GRR_IAH_43095,2004,11,18,4,06:35,08:29,174,GRR,IAH,1042,2004-11-18 10:45:00,94860,785,803,788,42.53,-85.31,+5,+6,18-11-2004,2004-11-18 06:35:00,-60,2004-11-18 10:29:00,18-11-2004 08:29,136,1,18-11-2004,06:24,BKN004 OVC013,3SM,,,,7.0,270,0.0,,,2004-11-18 06:24:00,18-11-2004,07:56,OVC006,2.5SM,54.0,53.0,97.0,7.0,290,0.0,29.32,0.0,2004-11-18 07:56:00
SDF_ATL_29833,2004,7,25,7,13:15,14:44,89,SDF,ATL,321,2004-07-25 17:24:00,93821,481,488,484,38.11,-85.44,+5,+5,25-7-2004,2004-07-25 13:15:00,0,2004-07-25 14:44:00,25-07-2004 14:44,160,1,25-07-2004,09:56,CLR,10SM,74.0,62.0,67.0,6.0,030,0.0,29.65,0.0,2004-07-25 09:56:00,25-07-2004,09:56,CLR,10SM,74.0,62.0,67.0,6.0,030,0.0,29.65,0.0,2004-07-25 09:56:00
DFW_MSP_54816,2004,5,4,2,13:14,15:38,144,DFW,MSP,852,2004-05-04 15:38:00,3927,559,596,562,32.54,-97.02,+6,+6,4-5-2004,2004-05-04 13:14:00,0,2004-05-04 15:38:00,04-05-2004 15:38,0,2,04-05-2004,09:53,CLR,10SM,77.0,46.0,33.0,16.0,230,19.0,29.5,0.0,2004-05-04 09:53:00,04-05-2004,09:53,CLR,10SM,77.0,46.0,33.0,16.0,230,19.0,29.5,0.0,2004-05-04 09:53:00
PVD_MCO_53678,2004,11,9,2,16:55,19:50,175,PVD,MCO,1073,2004-11-09 19:50:00,14765,50,62,53,41.43,-71.26,+5,+5,9-11-2004,2004-11-09 16:55:00,0,2004-11-09 19:50:00,09-11-2004 19:50,0,2,09-11-2004,09:51,FEW035,10SM,40.0,24.0,52.0,9.0,350,17.0,30.33,0.0,2004-11-09 09:51:00,09-11-2004,09:51,FEW035,10SM,40.0,24.0,52.0,9.0,350,17.0,30.33,0.0,2004-11-09 09:51:00
ORD_LAX_32320,2004,7,14,3,14:02,16:08,246,ORD,LAX,1745,2004-07-14 16:08:00,94846,655,674,658,41.59,-87.55,+6,+8,14-7-2004,2004-07-14 14:02:00,-120,2004-07-14 20:08:00,14-07-2004 16:08,0,2,14-07-2004,09:56,BKN042,10SM,77.0,58.0,52.0,9.0,340,0.0,29.16,0.0,2004-07-14 09:56:00,14-07-2004,09:56,BKN042,10SM,77.0,58.0,52.0,9.0,340,0.0,29.16,0.0,2004-07-14 09:56:00
DAB_EWR_38886,2004,11,5,5,17:40,20:09,149,DAB,EWR,884,2004-11-05 20:09:00,12834,31,41,34,29.11,-81.04,+5,+5,5-11-2004,2004-11-05 17:40:00,0,2004-11-05 20:09:00,05-11-2004 20:09,0,2,05-11-2004,09:53,FEW025 SCT090,10SM,65.0,53.0,66.0,7.0,320,0.0,30.0,0.0,2004-11-05 09:53:00,05-11-2004,09:53,FEW025 SCT090,10SM,65.0,53.0,66.0,7.0,320,0.0,30.0,0.0,2004-11-05 09:53:00
BHM_CVG_30615,2004,11,30,2,16:26,18:47,81,BHM,CVG,396,2004-11-30 21:19:00,13876,636,630,639,33.34,-86.45,+6,+5,30-11-2004,2004-11-30 16:26:00,60,2004-11-30 16:47:00,30-11-2004 18:47,152,1,30-11-2004,09:53,SCT026 OVC070,10SM,59.0,53.0,81.0,8.0,160,0.0,29.4,,2004-11-30 09:53:00,30-11-2004,09:53,SCT026 OVC070,10SM,59.0,53.0,81.0,8.0,160,0.0,29.4,,2004-11-30 09:53:00
PHX_OAK_50948,2004,9,14,2,15:20,17:10,110,PHX,OAK,646,2004-09-14 17:10:00,23183,1103,1107,1106,33.26,-111.59,+7,+8,14-9-2004,2004-09-14 15:20:00,-60,2004-09-14 18:10:00,14-09-2004 17:10,0,2,14-09-2004,09:56,CLR,10SM,90.0,50.0,25.0,7,150,0.0,28.61,0.0,2004-09-14 09:56:00,14-09-2004,09:56,CLR,10SM,90.0,50.0,25.0,7,150,0.0,28.61,0.0,2004-09-14 09:56:00
CLE_ATL_38935,2004,7,18,7,14:45,16:35,110,CLE,ATL,554,2004-07-18 16:35:00,14820,802,805,805,41.24,-81.51,+5,+5,18-7-2004,2004-07-18 14:45:00,0,2004-07-18 16:35:00,18-07-2004 16:35,0,2,18-07-2004,09:51,FEW037 SCT080 BKN150,10SM,72.0,61.0,69.0,11.0,030,0.0,29.08,0.0,2004-07-18 09:51:00,18-07-2004,09:51,FEW037 SCT080 BKN150,10SM,72.0,61.0,69.0,11.0,030,0.0,29.08,0.0,2004-07-18 09:51:00
SGU_LAX_42972,2004,5,31,1,16:30,17:10,100,SGU,LAX,348,2004-05-31 17:10:00,23186,0,0,0,37.05,-113.35,+7,+8,31-5-2004,2004-05-31 16:30:00,-60,2004-05-31 19:10:00,31-05-2004 17:10,0,2,31-05-2004,00:55,CLR,10SM,70.0,25.0,18.0,4.0,050,0.0,29.95,0.0,2004-05-31 00:55:00,31-05-2004,00:55,CLR,10SM,70.0,25.0,18.0,4.0,050,0.0,29.95,0.0,2004-05-31 00:55:00
RSW_MDW_51785,2004,7,10,6,12:52,14:35,163,RSW,MDW,1105,2004-07-10 14:35:00,12894,29,30,32,26.32,-81.45,+5,+6,10-7-2004,2004-07-10 12:52:00,-60,2004-07-10 16:35:00,10-07-2004 14:35,0,2,10-07-2004,09:53,FEW030,10SM,87.0,72.0,61.0,9.0,170,0.0,30.12,0.0,2004-07-10 09:53:00,10-07-2004,09:53,FEW030,10SM,87.0,72.0,61.0,9.0,170,0.0,30.12,0.0,2004-07-10 09:53:00
PHL_MSP_40083,2004,7,1,4,15:20,17:13,173,PHL,MSP,980,2004-07-01 17:13:00,13739,59,28,62,39.52,-75.14,+5,+6,1-7-2004,2004-07-01 15:20:00,-60,2004-07-01 19:13:00,01-07-2004 17:13,0,2,01-07-2004,09:54,FEW030 SCT220,10SM,80.0,66.0,62.0,0,000,0.0,30.15,0.0,2004-07-01 09:54:00,01-07-2004,09:54,FEW030 SCT220,10SM,80.0,66.0,62.0,0,000,0.0,30.15,0.0,2004-07-01 09:54:00
ROC_CVG_52655,2004,7,16,5,17:01,18:39,98,ROC,CVG,461,2004-07-16 18:39:00,14768,585,555,588,43.07,-77.41,+5,+5,16-7-2004,2004-07-16 17:01:00,0,2004-07-16 18:39:00,16-07-2004 18:39,0,2,16-07-2004,09:54,OVC008,10SM,65.0,63.0,93.0,9.0,270,0.0,29.09,,2004-07-16 09:54:00,16-07-2004,09:54,OVC008,10SM,65.0,63.0,93.0,9.0,270,0.0,29.09,,2004-07-16 09:54:00
SYR_PIT_53365,2004,9,12,7,07:00,08:14,74,SYR,PIT,279,2004-09-12 08:14:00,14771,414,417,417,43.07,-76.06,+5,+5,12-9-2004,2004-09-12 07:00:00,0,2004-09-12 08:14:00,12-09-2004 08:14,0,2,12-09-2004,06:54,BKN060,10SM,62.0,59.0,90.0,0.0,000,0.0,29.73,0.0,2004-09-12 06:54:00,12-09-2004,07:54,CLR,10SM,67.0,60.0,79.0,5.0,180,0.0,29.73,0.0,2004-09-12 07:54:00
AUS_ORD_26283,2004,11,22,1,08:15,10:45,150,AUS,ORD,978,2004-11-22 12:20:00,13904,658,495,661,30.11,-97.41,+6,+6,22-11-2004,2004-11-22 08:15:00,0,2004-11-22 10:45:00,22-11-2004 10:45,95,1,22-11-2004,07:57,BKN006 BKN010CB OVC040,3SM,,,,8.0,010,0.0,,,2004-11-22 07:57:00,22-11-2004,09:53,FEW005 BKN020 OVC040,3SM,65.0,64.0,97.0,6.0,160,0.0,29.3,1.41,2004-11-22 09:53:00
LIT_ATL_40757,2004,11,1,1,07:45,10:10,85,LIT,ATL,453,2004-11-01 12:03:00,13963,289,257,292,34.45,-92.14,+6,+5,1-11-2004,2004-11-01 07:45:00,60,2004-11-01 08:10:00,01-11-2004 10:10,113,1,01-11-2004,06:53,OVC018,6SM,73.0,68.0,84.0,6.0,160,0.0,29.49,0.0,2004-11-01 06:53:00,01-11-2004,09:53,SCT012 BKN020 OVC035,2.5SM,72.0,70.0,94.0,5.0,160,0.0,29.49,0.17,2004-11-01 09:53:00
CLT_DCA_33979,2004,3,9,2,16:20,17:39,79,CLT,DCA,331,2004-03-09 17:39:00,13881,721,769,724,35.13,-80.56,+5,+5,9-3-2004,2004-03-09 16:20:00,0,2004-03-09 17:39:00,09-03-2004 17:39,0,2,09-03-2004,09:51,BKN080 OVC200,10SM,45.0,22.0,40.0,11.0,130,0.0,29.25,0.0,2004-03-09 09:51:00,09-03-2004,09:51,BKN080 OVC200,10SM,45.0,22.0,40.0,11.0,130,0.0,29.25,0.0,2004-03-09 09:51:00
BOS_DTW_48048,2004,5,5,3,09:00,11:05,125,BOS,DTW,632,2004-05-05 11:05:00,14739,19,30,180,42.22,-71.01,+5,+5,5-5-2004,2004-05-05 09:00:00,0,2004-05-05 11:05:00,05-05-2004 11:05,0,2,05-05-2004,08:54,FEW250,10SM,55.0,35.0,47.0,7.0,110,0.0,29.99,0.0,2004-05-05 08:54:00,05-05-2004,09:54,FEW250,10SM,57.0,37.0,47.0,9.0,120,0.0,29.97,0.0,2004-05-05 09:54:00
ATL_BUF_51837,2004,9,1,3,17:08,19:11,123,ATL,BUF,712,2004-09-01 19:11:00,13874,971,1026,974,33.38,-84.26,+5,+5,1-9-2004,2004-09-01 17:08:00,0,2004-09-01 19:11:00,01-09-2004 19:11,0,2,01-09-2004,09:51,FEW025 SCT110 BKN150,5SM,79.0,69.0,72.0,3.0,110,0.0,29.14,0.0,2004-09-01 09:51:00,01-09-2004,09:51,FEW025 SCT110 BKN150,5SM,79.0,69.0,72.0,3.0,110,0.0,29.14,0.0,2004-09-01 09:51:00
LGA_MDW_34575,2004,9,17,5,08:00,09:30,150,LGA,MDW,725,2004-09-17 11:36:00,14732,36,31,39,40.47,-73.53,+5,+6,17-9-2004,2004-09-17 08:00:00,-60,2004-09-17 11:30:00,17-09-2004 09:30,126,1,17-09-2004,07:51,BKN140 OVC180,4SM,72.0,68.0,87.0,6.0,210,0.0,29.92,0.0,2004-09-17 07:51:00,17-09-2004,08:51,FEW050 OVC140,5SM,73.0,68.0,84.0,7.0,210,0.0,29.93,0.0,2004-09-17 08:51:00
DAL_LBB_36676,2004,3,4,4,14:45,15:50,65,DAL,LBB,293,2004-03-04 18:20:00,13960,509,488,512,32.51,-96.51,+6,+6,4-3-2004,2004-03-04 14:45:00,0,2004-03-04 15:50:00,04-03-2004 15:50,150,1,04-03-2004,09:53,SCT018 OVC095,10SM,69.0,63.0,81.0,24.0,160,28.0,29.21,0.0,2004-03-04 09:53:00,04-03-2004,09:53,SCT018 OVC095,10SM,69.0,63.0,81.0,24.0,160,28.0,29.21,0.0,2004-03-04 09:53:00
ATL_MSP_35147,2004,9,1,3,08:25,10:15,170,ATL,MSP,906,2004-09-01 13:15:00,13874,971,1026,974,33.38,-84.26,+5,+6,1-9-2004,2004-09-01 08:25:00,-60,2004-09-01 12:15:00,01-09-2004 10:15,180,1,01-09-2004,07:51,FEW050 BKN140 BKN210,5SM,74.0,68.0,82.0,3.0,090,0.0,29.11,0.0,2004-09-01 07:51:00,01-09-2004,09:51,FEW025 SCT110 BKN150,5SM,79.0,69.0,72.0,3.0,110,0.0,29.14,0.0,2004-09-01 09:51:00
MSY_ATL_32306,2004,5,18,2,10:45,13:09,84,MSY,ATL,425,2004-05-18 13:09:00,12916,4,20,7,29.59,-90.15,+6,+5,18-5-2004,2004-05-18 10:45:00,60,2004-05-18 11:09:00,18-05-2004 13:09,0,2,18-05-2004,09:53,SCT026CB BKN150 BKN250,10SM,81.0,71.0,72.0,10,130,0.0,30.18,0.0,2004-05-18 09:53:00,18-05-2004,09:53,SCT026CB BKN150 BKN250,10SM,81.0,71.0,72.0,10,130,0.0,30.18,0.0,2004-05-18 09:53:00
CLT_ORF_38425,2004,7,28,3,16:00,17:06,66,CLT,ORF,290,2004-07-28 17:06:00,13881,721,769,724,35.13,-80.56,+5,+5,28-7-2004,2004-07-28 16:00:00,0,2004-07-28 17:06:00,28-07-2004 17:06,0,2,28-07-2004,09:56,SCT015 OVC050,6SM,,,,4.0,310,0.0,,,2004-07-28 09:56:00,28-07-2004,09:56,SCT015 OVC050,6SM,,,,4.0,310,0.0,,,2004-07-28 09:56:00
ABQ_DFW_27952,2004,7,7,3,15:00,17:40,100,ABQ,DFW,569,2004-07-07 17:40:00,23050,5305,5314,5308,35.02,-106.37,+7,+6,7-7-2004,2004-07-07 15:00:00,60,2004-07-07 15:40:00,07-07-2004 17:40,0,2,07-07-2004,09:56,FEW100,10SM,83.0,36.0,19.0,5.0,VRB,0.0,24.81,0.0,2004-07-07 09:56:00,07-07-2004,09:56,FEW100,10SM,83.0,36.0,19.0,5.0,VRB,0.0,24.81,0.0,2004-07-07 09:56:00
LAS_EWR_53642,2004,7,4,7,09:05,17:10,305,LAS,EWR,2227,2004-07-04 17:10:00,23169,2127,2180,2091,36.05,-115.1,+8,+5,4-7-2004,2004-07-04 09:05:00,180,2004-07-04 11:10:00,04-07-2004 17:10,0,2,04-07-2004,08:56,FEW120,10SM,90.0,46.0,22.0,4,VRB,0.0,27.66,0.0,2004-07-04 08:56:00,04-07-2004,09:56,FEW120,10SM,93.0,47.0,21.0,6,080,0.0,27.67,0.0,2004-07-04 09:56:00
DTW_DFW_37246,2004,5,6,4,12:18,14:07,169,DTW,DFW,987,2004-05-06 14:07:00,94847,628,664,631,42.13,-83.21,+5,+6,6-5-2004,2004-05-06 12:18:00,-60,2004-05-06 16:07:00,06-05-2004 14:07,0,2,06-05-2004,09:54,BKN230,10SM,70.0,49.0,47.0,12.0,200,0.0,29.25,0.0,2004-05-06 09:54:00,06-05-2004,09:54,BKN230,10SM,70.0,49.0,47.0,12.0,200,0.0,29.25,0.0,2004-05-06 09:54:00
ROC_EWR_53297,2004,11,19,5,06:55,08:10,75,ROC,EWR,246,2004-11-19 08:10:00,14768,585,555,588,43.07,-77.41,+5,+5,19-11-2004,2004-11-19 06:55:00,0,2004-11-19 08:10:00,19-11-2004 08:10,0,2,19-11-2004,06:54,OVC021,10SM,46.0,44.0,93.0,6.0,330,0.0,29.55,0.0,2004-11-19 06:54:00,19-11-2004,07:54,OVC021,10SM,47.0,43.0,86.0,5.0,330,0.0,29.57,0.0,2004-11-19 07:54:00
PBI_LGA_53098,2004,7,22,4,15:15,18:02,167,PBI,LGA,1035,2004-07-22 18:02:00,12844,16,21,19,26.41,-80.06,+5,+5,22-7-2004,2004-07-22 15:15:00,0,2004-07-22 18:02:00,22-07-2004 18:02,0,2,22-07-2004,09:53,FEW022 SCT110 SCT250,10SM,85.0,73.0,68.0,6.0,020,0.0,29.95,0.0,2004-07-22 09:53:00,22-07-2004,09:53,FEW022 SCT110 SCT250,10SM,85.0,73.0,68.0,6.0,020,0.0,29.95,0.0,2004-07-22 09:53:00
MCO_CLE_48151,2004,3,17,3,08:05,10:30,145,MCO,CLE,895,2004-03-17 13:00:00,12815,95,106,98,28.26,-81.19,+5,+5,17-3-2004,2004-03-17 08:05:00,0,2004-03-17 10:30:00,17-03-2004 10:30,150,1,17-03-2004,07:53,FEW010 SCT022 SCT250,10SM,66.0,64.0,93.0,8.0,310,0.0,29.88,0.0,2004-03-17 07:53:00,17-03-2004,09:53,FEW018 SCT100,10SM,70.0,61.0,73.0,12.0,320,0.0,29.93,0.0,2004-03-17 09:53:00
LAS_SMF_51011,2004,7,18,7,08:20,09:40,80,LAS,SMF,397,2004-07-18 09:40:00,23169,2127,2180,2091,36.05,-115.1,+8,+8,18-7-2004,2004-07-18 08:20:00,0,2004-07-18 09:40:00,18-07-2004 09:40,0,2,18-07-2004,07:56,FEW120 SCT250,10SM,89.0,59.0,36.0,0.0,000,0.0,27.76,0.0,2004-07-18 07:56:00,18-07-2004,08:56,FEW080 SCT120 SCT250,10SM,92.0,59.0,33.0,0.0,000,0.0,27.76,0.0,2004-07-18 08:56:00
SLC_PSC_30778,2004,5,9,7,11:50,12:23,93,SLC,PSC,521,2004-05-09 12:23:00,24127,4221,4227,4224,40.47,-111.58,+7,+8,9-5-2004,2004-05-09 11:50:00,-60,2004-05-09 14:23:00,09-05-2004 12:23,0,2,09-05-2004,09:56,BKN180,10SM,67.0,41.0,39.0,10.0,280,0.0,25.71,0.0,2004-05-09 09:56:00,09-05-2004,09:56,BKN180,10SM,67.0,41.0,39.0,10.0,280,0.0,25.71,0.0,2004-05-09 09:56:00
IAD_ORD_34434,2004,9,24,5,11:41,12:45,124,IAD,ORD,589,2004-09-24 12:45:00,93738,306,323,309,38.56,-77.27,+5,+6,24-9-2004,2004-09-24 11:41:00,-60,2004-09-24 14:45:00,24-09-2004 12:45,0,2,24-09-2004,09:51,BKN055 BKN090,9SM,73.0,61.0,66.0,4.0,VRB,0.0,29.94,0.0,2004-09-24 09:51:00,24-09-2004,09:51,BKN055 BKN090,9SM,73.0,61.0,66.0,4.0,VRB,0.0,29.94,0.0,2004-09-24 09:51:00
ORD_AUS_52082,2004,9,29,3,12:35,15:12,157,ORD,AUS,978,2004-09-29 15:12:00,94846,655,674,658,41.59,-87.55,+6,+6,29-9-2004,2004-09-29 12:35:00,0,2004-09-29 15:12:00,29-09-2004 15:12,0,2,29-09-2004,09:56,BKN034,10SM,62.0,46.0,56.0,10,050,0.0,29.47,0.0,2004-09-29 09:56:00,29-09-2004,09:56,BKN034,10SM,62.0,46.0,56.0,10,050,0.0,29.47,0.0,2004-09-29 09:56:00
IAD_DEN_38064,2004,5,15,6,06:25,08:00,215,IAD,DEN,1452,2004-05-15 08:00:00,93738,306,323,309,38.56,-77.27,+5,+7,15-5-2004,2004-05-15 06:25:00,-120,2004-05-15 12:00:00,15-05-2004 08:00,0,2,15-05-2004,05:51,FEW100,7SM,67.0,62.0,84.0,7,200,0.0,29.83,0.0,2004-05-15 05:51:00,15-05-2004,07:51,FEW160,7SM,73.0,64.0,74.0,8,210,0.0,29.84,0.0,2004-05-15 07:51:00
CLT_MIA_30768,2004,7,6,2,16:15,18:14,119,CLT,MIA,650,2004-07-06 18:14:00,13881,721,769,724,35.13,-80.56,+5,+5,6-7-2004,2004-07-06 16:15:00,0,2004-07-06 18:14:00,06-07-2004 18:14,0,2,06-07-2004,09:51,CLR,10SM,87.0,64.0,46.0,5.0,360,0.0,29.3,0.0,2004-07-06 09:51:00,06-07-2004,09:51,CLR,10SM,87.0,64.0,46.0,5.0,360,0.0,29.3,0.0,2004-07-06 09:51:00
MSP_ABQ_34878,2004,9,12,7,11:31,13:06,155,MSP,ABQ,981,2004-09-12 13:06:00,14922,871,838,874,44.53,-93.14,+6,+7,12-9-2004,2004-09-12 11:31:00,-60,2004-09-12 15:06:00,12-09-2004 13:06,0,2,12-09-2004,09:53,FEW200 SCT250,10SM,77.0,60.0,56.0,7.0,190,0.0,29.09,0.0,2004-09-12 09:53:00,12-09-2004,09:53,FEW200 SCT250,10SM,77.0,60.0,56.0,7.0,190,0.0,29.09,0.0,2004-09-12 09:53:00
COS_DFW_28881,2004,7,29,4,13:45,16:31,106,COS,DFW,592,2004-07-29 16:31:00,93037,6180,6170,6183,38.49,-104.43,+7,+6,29-7-2004,2004-07-29 13:45:00,60,2004-07-29 14:31:00,29-07-2004 16:31,0,2,29-07-2004,09:54,FEW090,10SM,66.0,53.0,63.0,9.0,180,0.0,24.02,0.0,2004-07-29 09:54:00,29-07-2004,09:54,FEW090,10SM,66.0,53.0,63.0,9.0,180,0.0,24.02,0.0,2004-07-29 09:54:00
DFW_DAY_36335,2004,11,16,2,13:28,16:42,134,DFW,DAY,861,2004-11-16 18:40:00,3927,559,596,562,32.54,-97.02,+6,+6,16-11-2004,2004-11-16 13:28:00,0,2004-11-16 15:42:00,16-11-2004 16:42,118,1,16-11-2004,09:53,OVC004,1.5SM,64.0,61.0,90.0,10.0,120,0.0,29.69,0.0,2004-11-16 09:53:00,16-11-2004,09:53,OVC004,1.5SM,64.0,61.0,90.0,10.0,120,0.0,29.69,0.0,2004-11-16 09:53:00
MSP_CVG_29376,2004,9,4,6,08:20,11:08,108,MSP,CVG,596,2004-09-04 13:22:00,14922,871,838,874,44.53,-93.14,+6,+5,4-9-2004,2004-09-04 08:20:00,60,2004-09-04 09:08:00,04-09-2004 11:08,134,1,04-09-2004,07:53,BKN085,6SM,71.0,61.0,71.0,6.0,130,0.0,29.11,0.0,2004-09-04 07:53:00,04-09-2004,09:53,CLR,7SM,81.0,63.0,54.0,6.0,200,0.0,29.1,0.0,2004-09-04 09:53:00
ORD_MDT_35907,2004,5,17,1,07:55,10:49,114,ORD,MDT,594,2004-05-17 10:49:00,94846,655,674,658,41.59,-87.55,+6,+5,17-5-2004,2004-05-17 07:55:00,60,2004-05-17 08:49:00,17-05-2004 10:49,0,2,17-05-2004,06:56,FEW023 SCT035 BKN065,6SM,65.0,62.0,90.0,11,190,0.0,29.38,0.0,2004-05-17 06:56:00,17-05-2004,09:56,BKN017 OVC041,7SM,70.0,65.0,84.0,11,220,15.0,29.38,0.0,2004-05-17 09:56:00
EWR_BNA_32245,2004,11,11,4,10:25,11:47,142,EWR,BNA,748,2004-11-11 13:12:00,14734,25,30,28,40.43,-74.1,+5,+6,11-11-2004,2004-11-11 10:25:00,-60,2004-11-11 13:47:00,11-11-2004 11:47,85,1,11-11-2004,09:51,SCT150 BKN250,10SM,50.0,36.0,59.0,14.0,230,0.0,30.31,0.0,2004-11-11 09:51:00,11-11-2004,09:51,SCT150 BKN250,10SM,50.0,36.0,59.0,14.0,230,0.0,30.31,0.0,2004-11-11 09:51:00
ORD_MEM_27180,2004,11,24,3,16:56,18:40,104,ORD,MEM,491,2004-11-24 21:37:00,94846,655,674,658,41.59,-87.55,+6,+6,24-11-2004,2004-11-24 16:56:00,0,2004-11-24 18:40:00,24-11-2004 18:40,177,1,24-11-2004,09:56,BKN022 OVC029,10SM,40.0,32.0,73.0,18.0,040,29.0,29.05,,2004-11-24 09:56:00,24-11-2004,09:56,BKN022 OVC029,10SM,40.0,32.0,73.0,18.0,040,29.0,29.05,,2004-11-24 09:56:00
DCA_RSW_38970,2004,11,26,5,08:30,11:01,151,DCA,RSW,892,2004-11-26 11:01:00,13743,10,65,3,38.52,-77.02,+5,+5,26-11-2004,2004-11-26 08:30:00,0,2004-11-26 11:01:00,26-11-2004 11:01,0,2,26-11-2004,07:51,FEW140,10SM,34.0,18.0,52.0,8.0,270,0.0,30.19,0.0,2004-11-26 07:51:00,26-11-2004,09:51,FEW150,10SM,41.0,19.0,41.0,7.0,290,0.0,30.22,0.0,2004-11-26 09:51:00
